client_id,cutoff_date,target_next_recurring_merchant,confidence
C003022,2026-01-01,none,0.7522
C003029,2026-01-01,none,0.7122
C003030,2026-01-01,software,0.6923
C003032,2026-01-01,gym,0.6788
C003047,2026-01-01,gym,0.648
C003048,2026-01-01,music,0.3835
C003050,2026-01-01,software,0.3695
C003053,2026-01-01,cloud,0.5187
C003055,2026-01-01,none,0.6013
C003061,2026-01-01,gym,0.677
C003063,2026-01-01,software,0.5123
C003068,2026-01-01,streaming,0.6287
C003070,2026-01-01,gym,0.4914
C003074,2026-01-01,mobile,0.4569
C003077,2026-01-01,streaming,0.5624
C003078,2026-01-01,gym,0.4392
C003081,2026-01-01,none,0.7122
C003087,2026-01-01,gym,0.4177
C003088,2026-01-01,software,0.3535
C003089,2026-01-01,streaming,0.6459
C003090,2026-01-01,none,0.5766
C003092,2026-01-01,none,0.6722
C003103,2026-01-01,insurance,0.4327
C003104,2026-01-01,mobile,0.4678
C003107,2026-01-01,software,0.3718
C003109,2026-01-01,mobile,0.7341
C003111,2026-01-01,cloud,0.4643
C003120,2026-01-01,mobile,0.7084
C003121,2026-01-01,cloud,0.5043
C003123,2026-01-01,none,0.5852
C003125,2026-01-01,software,0.6973
C003128,2026-01-01,none,0.6922
C003130,2026-01-01,none,0.7122
C003133,2026-01-01,none,0.6722
C003134,2026-01-01,gym,0.4172
C003135,2026-01-01,none,0.3474
C003137,2026-01-01,software,0.3728
C003141,2026-01-01,mobile,0.4583
C003156,2026-01-01,streaming,0.4721
C003158,2026-01-01,none,0.7322
C003161,2026-01-01,insurance,0.4517
C003165,2026-01-01,streaming,0.5588
C003168,2026-01-01,software,0.4642
C003170,2026-01-01,software,0.6952
C003171,2026-01-01,cloud,0.5355
C003172,2026-01-01,software,0.6917
C003173,2026-01-01,none,0.7322
C003175,2026-01-01,music,0.6658
C003179,2026-01-01,none,0.3674
C003181,2026-01-01,none,0.5399
C003182,2026-01-01,none,0.3674
C003183,2026-01-01,mobile,0.7463
C003187,2026-01-01,mobile,0.4755
C003192,2026-01-01,music,0.5187
C003193,2026-01-01,insurance,0.5584
C003200,2026-01-01,none,0.3376
C003207,2026-01-01,none,0.3874
C003209,2026-01-01,streaming,0.4756
C003213,2026-01-01,insurance,0.538
C003215,2026-01-01,mobile,0.4713
C003221,2026-01-01,mobile,0.4327
C003224,2026-01-01,insurance,0.5606
C003227,2026-01-01,streaming,0.5812
C003230,2026-01-01,cloud,0.5403
C003235,2026-01-01,none,0.5785
C003236,2026-01-01,streaming,0.5422
C003237,2026-01-01,software,0.5121
C003241,2026-01-01,none,0.7322
C003251,2026-01-01,streaming,0.4558
C003255,2026-01-01,none,0.2376
C003258,2026-01-01,none,0.3874
C003263,2026-01-01,cloud,0.52
C003264,2026-01-01,cloud,0.5352
C003267,2026-01-01,software,0.7071
C003269,2026-01-01,gym,0.569
C003271,2026-01-01,none,0.4209
C003272,2026-01-01,none,0.7122
C003273,2026-01-01,mobile,0.5021
C003274,2026-01-01,music,0.4092
C003276,2026-01-01,mobile,0.4648
C003284,2026-01-01,mobile,0.7325
C003286,2026-01-01,software,0.6734
C003287,2026-01-01,none,0.3474
C003289,2026-01-01,music,0.4548
C003291,2026-01-01,none,0.7522
C003293,2026-01-01,cloud,0.4932
C003297,2026-01-01,software,0.3778
C003307,2026-01-01,none,0.3474
C003309,2026-01-01,cloud,0.7673
C003314,2026-01-01,insurance,0.5604
C003320,2026-01-01,software,0.5203
C003323,2026-01-01,none,0.7322
C003360,2026-01-01,none,0.4609
C003369,2026-01-01,cloud,0.7612
C003379,2026-01-01,streaming,0.6089
C003380,2026-01-01,none,0.6322
C003389,2026-01-01,cloud,0.5146
C003391,2026-01-01,mobile,0.4557
C003395,2026-01-01,mobile,0.4816
C003397,2026-01-01,streaming,0.5585
C003407,2026-01-01,none,0.6722
C003413,2026-01-01,streaming,0.6196
C003415,2026-01-01,gym,0.6549
C003425,2026-01-01,software,0.6839
C003429,2026-01-01,music,0.6742
C003433,2026-01-01,none,0.3376
C003439,2026-01-01,cloud,0.4395
C003440,2026-01-01,software,0.7049
C003442,2026-01-01,mobile,0.4641
C003443,2026-01-01,none,0.3674
C003444,2026-01-01,music,0.3915
C003445,2026-01-01,mobile,0.3692
C003450,2026-01-01,software,0.3968
C003451,2026-01-01,software,0.5187
C003458,2026-01-01,gym,0.6511
C003461,2026-01-01,none,0.6722
C003467,2026-01-01,none,0.2976
C003476,2026-01-01,insurance,0.5618
C003480,2026-01-01,insurance,0.4563
C003483,2026-01-01,none,0.5698
C003485,2026-01-01,gym,0.6577
C003486,2026-01-01,insurance,0.6426
C003495,2026-01-01,none,0.3674
C003500,2026-01-01,streaming,0.5767
C003501,2026-01-01,mobile,0.4776
C003502,2026-01-01,cloud,0.4879
C003509,2026-01-01,insurance,0.4119
C003511,2026-01-01,streaming,0.6301
C003512,2026-01-01,mobile,0.7406
C003513,2026-01-01,cloud,0.7786
C003519,2026-01-01,none,0.7122
C003524,2026-01-01,software,0.3918
C003530,2026-01-01,none,0.7522
C003535,2026-01-01,none,0.7522
C003536,2026-01-01,none,0.6722
C003538,2026-01-01,software,0.4114
C003539,2026-01-01,insurance,0.4125
C003552,2026-01-01,mobile,0.7282
C003556,2026-01-01,gym,0.6626
C003557,2026-01-01,software,0.6933
C003560,2026-01-01,insurance,0.4152
C003561,2026-01-01,gym,0.6744
C003572,2026-01-01,none,0.4074
C003575,2026-01-01,none,0.6722
C003578,2026-01-01,software,0.3869
C003582,2026-01-01,gym,0.6712
C003583,2026-01-01,music,0.3847
C003592,2026-01-01,cloud,0.4633
C003602,2026-01-01,insurance,0.557
C003606,2026-01-01,none,0.7522
C003608,2026-01-01,music,0.3987
C003610,2026-01-01,mobile,0.7253
C003615,2026-01-01,software,0.5092
C003616,2026-01-01,insurance,0.5612
C003618,2026-01-01,music,0.5386
C003625,2026-01-01,none,0.3809
C003630,2026-01-01,software,0.3898
C003641,2026-01-01,none,0.7122
C003644,2026-01-01,music,0.5481
C003646,2026-01-01,none,0.7122
C003650,2026-01-01,software,0.5696
C003656,2026-01-01,insurance,0.4327
C003657,2026-01-01,software,0.295
C003668,2026-01-01,none,0.6722
C003670,2026-01-01,none,0.597
C003674,2026-01-01,gym,0.4033
C003675,2026-01-01,gym,0.4916
C003680,2026-01-01,insurance,0.5399
C003683,2026-01-01,software,0.679
C003685,2026-01-01,gym,0.5217
C003691,2026-01-01,mobile,0.5047
C003694,2026-01-01,streaming,0.6505
C003695,2026-01-01,none,0.4209
C003703,2026-01-01,music,0.661
C003705,2026-01-01,cloud,0.7828
C003706,2026-01-01,mobile,0.7411
C003709,2026-01-01,gym,0.5365
C003713,2026-01-01,software,0.6971
C003720,2026-01-01,mobile,0.5021
C003721,2026-01-01,streaming,0.5473
C003724,2026-01-01,mobile,0.5006
C003725,2026-01-01,none,0.7322
C003732,2026-01-01,none,0.3474
C003735,2026-01-01,none,0.7122
C003747,2026-01-01,mobile,0.4606
C003752,2026-01-01,streaming,0.6497
C003755,2026-01-01,cloud,0.4818
C003762,2026-01-01,cloud,0.7595
C003763,2026-01-01,none,0.7122
C003767,2026-01-01,mobile,0.7149
C003768,2026-01-01,none,0.6922
C003769,2026-01-01,none,0.6722
C003771,2026-01-01,none,0.5868
C003780,2026-01-01,software,0.6994
C003782,2026-01-01,insurance,0.4487
C003787,2026-01-01,mobile,0.3648
C003794,2026-01-01,software,0.3937
C003796,2026-01-01,mobile,0.4653
C003810,2026-01-01,none,0.7122
C003815,2026-01-01,music,0.6491
C003819,2026-01-01,insurance,0.5324
C003820,2026-01-01,mobile,0.4869
C003825,2026-01-01,software,0.3971
C003827,2026-01-01,none,0.5583
C003829,2026-01-01,gym,0.6777
C003830,2026-01-01,software,0.5192
C003832,2026-01-01,software,0.6878
C003833,2026-01-01,streaming,0.4767
C003835,2026-01-01,gym,0.5665
C003836,2026-01-01,software,0.4999
C003837,2026-01-01,streaming,0.4628
C003840,2026-01-01,none,0.7322
C003844,2026-01-01,insurance,0.5349
C003849,2026-01-01,streaming,0.6107
C003851,2026-01-01,cloud,0.4851
C003853,2026-01-01,mobile,0.4183
C003855,2026-01-01,none,0.3874
C003857,2026-01-01,gym,0.6133
C003864,2026-01-01,none,0.7522
C003866,2026-01-01,music,0.518
C003874,2026-01-01,gym,0.4051
C003875,2026-01-01,streaming,0.4735
C003876,2026-01-01,insurance,0.5551
C003878,2026-01-01,software,0.2809
C003879,2026-01-01,none,0.3874
C003882,2026-01-01,gym,0.6754
C003883,2026-01-01,insurance,0.4048
C003885,2026-01-01,insurance,0.4587
C003890,2026-01-01,none,0.5664
C003893,2026-01-01,mobile,0.7365
C003897,2026-01-01,insurance,0.5451
C003899,2026-01-01,none,0.6722
C003900,2026-01-01,none,0.5929
C003903,2026-01-01,none,0.3474
C003904,2026-01-01,none,0.5723
C003905,2026-01-01,software,0.498
C003906,2026-01-01,mobile,0.5103
C003911,2026-01-01,none,0.7322
C003913,2026-01-01,software,0.5007
C003914,2026-01-01,software,0.4912
C003917,2026-01-01,insurance,0.5509
C003927,2026-01-01,cloud,0.7551
C003932,2026-01-01,none,0.3874
C003943,2026-01-01,gym,0.4787
C003950,2026-01-01,none,0.3674
C003951,2026-01-01,insurance,0.5527
C003952,2026-01-01,mobile,0.4957
C003953,2026-01-01,gym,0.5421
C003954,2026-01-01,mobile,0.482
C003960,2026-01-01,none,0.5974
C003962,2026-01-01,none,0.7322
C003968,2026-01-01,streaming,0.4556
C003969,2026-01-01,insurance,0.5669
C003971,2026-01-01,none,0.4074
C003972,2026-01-01,streaming,0.4678
C003973,2026-01-01,gym,0.6607
C003979,2026-01-01,none,0.3274
C003989,2026-01-01,streaming,0.6499
