client_id,cutoff_date,target_next_recurring_merchant,llm_confidence
U001458,2026-01-01,gym,0.76
U001459,2026-01-01,software,0.64
U001460,2026-01-01,cloud,0.8200000000000001
U001461,2026-01-01,none,0.53
U001462,2026-01-01,streaming,0.76
U001463,2026-01-01,music,0.76
U001464,2026-01-01,insurance,0.68
U001465,2026-01-01,insurance,0.68
U001466,2026-01-01,gym,0.56
U001467,2026-01-01,music,0.8200000000000001
U001468,2026-01-01,none,0.5700000000000001
U001469,2026-01-01,gym,0.72
U001470,2026-01-01,music,0.58
U001471,2026-01-01,music,0.66
U001472,2026-01-01,mobile,0.68
U001473,2026-01-01,none,0.55
U001474,2026-01-01,cloud,0.53
U001475,2026-01-01,none,0.56
U001476,2026-01-01,mobile,0.66
U001477,2026-01-01,cloud,0.84
U001478,2026-01-01,gym,0.78
U001479,2026-01-01,cloud,0.73
U001480,2026-01-01,music,0.73
U001481,2026-01-01,music,0.39
U001482,2026-01-01,gym,0.73
U001483,2026-01-01,mobile,0.6900000000000001
U001484,2026-01-01,insurance,0.67
U001485,2026-01-01,software,0.53
U001486,2026-01-01,insurance,0.7000000000000001
U001487,2026-01-01,music,0.6900000000000001
U001488,2026-01-01,cloud,0.66
U001489,2026-01-01,insurance,0.68
U001490,2026-01-01,software,0.68
U001491,2026-01-01,gym,0.53
U001492,2026-01-01,none,0.8200000000000001
U001493,2026-01-01,insurance,0.67
U001494,2026-01-01,insurance,0.64
U001495,2026-01-01,software,0.65
U001496,2026-01-01,none,0.76
U001497,2026-01-01,none,0.68
U001498,2026-01-01,none,0.67
U001499,2026-01-01,gym,0.68
U001500,2026-01-01,streaming,0.68
U001501,2026-01-01,none,0.5700000000000001
U001502,2026-01-01,music,0.65
U001503,2026-01-01,streaming,0.56
U001504,2026-01-01,software,0.56
U001505,2026-01-01,software,0.49
U001506,2026-01-01,insurance,0.8200000000000001
U001507,2026-01-01,mobile,0.68
U001508,2026-01-01,music,0.78
U001509,2026-01-01,insurance,0.66
U001510,2026-01-01,insurance,0.68
U001511,2026-01-01,software,0.72
U001512,2026-01-01,gym,0.62
U001513,2026-01-01,mobile,0.68
U001514,2026-01-01,cloud,0.67
U001515,2026-01-01,gym,0.72
U001516,2026-01-01,gym,0.72
U001517,2026-01-01,insurance,0.8300000000000001
U001518,2026-01-01,none,0.65
U001519,2026-01-01,gym,0.56
U001520,2026-01-01,software,0.48
U001521,2026-01-01,insurance,0.59
U001522,2026-01-01,streaming,0.55
U001523,2026-01-01,streaming,0.67
U001524,2026-01-01,none,0.78
U001525,2026-01-01,mobile,0.68
U001526,2026-01-01,insurance,0.5700000000000001
U001527,2026-01-01,none,0.66
U001528,2026-01-01,software,0.65
U001529,2026-01-01,music,0.68
U001530,2026-01-01,insurance,0.7000000000000001
U001531,2026-01-01,none,0.62
U001532,2026-01-01,insurance,0.68
U001533,2026-01-01,streaming,0.38
U001534,2026-01-01,software,0.62
U001535,2026-01-01,cloud,0.76
U001536,2026-01-01,mobile,0.77
U001537,2026-01-01,mobile,0.64
U001538,2026-01-01,insurance,0.84
U001539,2026-01-01,mobile,0.55
U001540,2026-01-01,music,0.68
U001541,2026-01-01,streaming,0.6900000000000001
U001542,2026-01-01,music,0.66
U001543,2026-01-01,none,0.68
U001544,2026-01-01,gym,0.72
U001545,2026-01-01,gym,0.62
U001546,2026-01-01,mobile,0.67
U001547,2026-01-01,software,0.76
U001548,2026-01-01,none,0.62
U001549,2026-01-01,insurance,0.66
U001550,2026-01-01,streaming,0.71
U001551,2026-01-01,none,0.76
U001552,2026-01-01,cloud,0.56
U001553,2026-01-01,insurance,0.62
U001554,2026-01-01,music,0.76
U001555,2026-01-01,streaming,0.78
U001556,2026-01-01,gym,0.58
U001557,2026-01-01,none,0.78
U001558,2026-01-01,insurance,0.52
U001559,2026-01-01,music,0.68
U001560,2026-01-01,insurance,0.78
U001561,2026-01-01,streaming,0.68
U001562,2026-01-01,streaming,0.75
U001563,2026-01-01,none,0.46
U001564,2026-01-01,insurance,0.66
U001565,2026-01-01,gym,0.62
U001566,2026-01-01,gym,0.74
U001567,2026-01-01,music,0.53
U001568,2026-01-01,gym,0.55
U001569,2026-01-01,gym,0.56
U001570,2026-01-01,streaming,0.47000000000000003
U001571,2026-01-01,music,0.62
U001572,2026-01-01,gym,0.5700000000000001
U001573,2026-01-01,cloud,0.72
U001574,2026-01-01,streaming,0.62
U001575,2026-01-01,streaming,0.39
U001576,2026-01-01,cloud,0.8200000000000001
U001577,2026-01-01,music,0.65
U001578,2026-01-01,mobile,0.68
U001579,2026-01-01,cloud,0.56
U001580,2026-01-01,music,0.8200000000000001
U001581,2026-01-01,software,0.58
U001582,2026-01-01,none,0.55
U001583,2026-01-01,mobile,0.86
U001584,2026-01-01,software,0.59
U001585,2026-01-01,mobile,0.65
U001586,2026-01-01,music,0.67
U001587,2026-01-01,none,0.84
U001588,2026-01-01,software,0.64
U001589,2026-01-01,mobile,0.72
U001590,2026-01-01,mobile,0.56
U001591,2026-01-01,insurance,0.74
U001592,2026-01-01,insurance,0.63
U001593,2026-01-01,none,0.62
U001594,2026-01-01,insurance,0.84
U001595,2026-01-01,insurance,0.6900000000000001
U001596,2026-01-01,none,0.51
U001597,2026-01-01,gym,0.78
U001598,2026-01-01,insurance,0.62
U001599,2026-01-01,gym,0.74
U001600,2026-01-01,none,0.67
U001601,2026-01-01,software,0.58
U001602,2026-01-01,streaming,0.56
U001603,2026-01-01,insurance,0.76
U001604,2026-01-01,cloud,0.56
U001605,2026-01-01,software,0.76
U001606,2026-01-01,streaming,0.81
U001607,2026-01-01,insurance,0.96
U001608,2026-01-01,streaming,0.71
U001609,2026-01-01,cloud,0.56
U001610,2026-01-01,mobile,0.62
U001611,2026-01-01,insurance,0.75
U001612,2026-01-01,insurance,0.58
U001613,2026-01-01,none,0.53
U001614,2026-01-01,cloud,0.8200000000000001
U001615,2026-01-01,none,0.46
U001616,2026-01-01,none,0.75
U001617,2026-01-01,music,0.62
U001618,2026-01-01,gym,0.58
U001619,2026-01-01,none,0.68
U001620,2026-01-01,software,0.68
U001621,2026-01-01,insurance,0.8300000000000001
U001622,2026-01-01,mobile,0.62
U001623,2026-01-01,cloud,0.78
U001624,2026-01-01,cloud,0.75
U001625,2026-01-01,insurance,0.67
U001626,2026-01-01,none,0.56
U001627,2026-01-01,cloud,0.67
U001628,2026-01-01,none,0.68
U001629,2026-01-01,streaming,0.44
U001630,2026-01-01,gym,0.68
U001631,2026-01-01,gym,0.46
U001632,2026-01-01,cloud,0.5700000000000001
U001633,2026-01-01,mobile,0.68
U001634,2026-01-01,software,0.63
U001635,2026-01-01,insurance,0.66
U001636,2026-01-01,none,0.76
U001637,2026-01-01,none,0.7000000000000001
U001638,2026-01-01,mobile,0.76
U001639,2026-01-01,mobile,0.78
U001640,2026-01-01,gym,0.72
U001641,2026-01-01,music,0.64
U001642,2026-01-01,cloud,0.56
U001643,2026-01-01,none,0.55
U001644,2026-01-01,mobile,0.64
U001645,2026-01-01,software,0.58
U001646,2026-01-01,software,0.64
U001647,2026-01-01,insurance,0.59
U001648,2026-01-01,mobile,0.6900000000000001
U001649,2026-01-01,streaming,0.84
U001650,2026-01-01,music,0.72
U001651,2026-01-01,insurance,0.76
U001652,2026-01-01,software,0.61
U001653,2026-01-01,mobile,0.58
U001654,2026-01-01,none,0.76
U001655,2026-01-01,none,0.75
U001656,2026-01-01,streaming,0.68
U001657,2026-01-01,none,0.53
U001658,2026-01-01,software,0.62
U001659,2026-01-01,mobile,0.58
U001660,2026-01-01,cloud,0.56
U001661,2026-01-01,mobile,0.74
U001662,2026-01-01,insurance,0.73
U001663,2026-01-01,software,0.5700000000000001
U001664,2026-01-01,music,0.68
U001665,2026-01-01,mobile,0.72
U001666,2026-01-01,gym,0.6000000000000001
U001667,2026-01-01,gym,0.61
U001668,2026-01-01,insurance,0.78
U001669,2026-01-01,streaming,0.79
U001670,2026-01-01,gym,0.78
U001671,2026-01-01,mobile,0.6900000000000001
U001672,2026-01-01,none,0.73
U001673,2026-01-01,streaming,0.53
U001674,2026-01-01,music,0.68
U001675,2026-01-01,cloud,0.58
U001676,2026-01-01,mobile,0.8200000000000001
U001677,2026-01-01,music,0.48
U001678,2026-01-01,streaming,0.56
U001679,2026-01-01,gym,0.59
U001680,2026-01-01,cloud,0.8
U001681,2026-01-01,mobile,0.8200000000000001
U001682,2026-01-01,streaming,0.64
U001683,2026-01-01,none,0.62
U001684,2026-01-01,streaming,0.59
U001685,2026-01-01,software,0.67
U001686,2026-01-01,insurance,0.68
U001687,2026-01-01,streaming,0.8200000000000001
U001688,2026-01-01,software,0.62
U001689,2026-01-01,cloud,0.68
U001690,2026-01-01,mobile,0.76
U001691,2026-01-01,insurance,0.75
U001692,2026-01-01,gym,0.62
U001693,2026-01-01,gym,0.58
U001694,2026-01-01,software,0.59
U001695,2026-01-01,gym,0.64
U001696,2026-01-01,software,0.58
U001697,2026-01-01,cloud,0.58
U001698,2026-01-01,none,0.58
U001699,2026-01-01,cloud,0.68
U001700,2026-01-01,mobile,0.78
U001701,2026-01-01,insurance,0.66
U001702,2026-01-01,software,0.64
U001703,2026-01-01,cloud,0.62
U001704,2026-01-01,none,0.8200000000000001
U001705,2026-01-01,cloud,0.68
U001706,2026-01-01,cloud,0.68
U001707,2026-01-01,insurance,0.64
U001708,2026-01-01,software,0.53
U001709,2026-01-01,insurance,0.76
U001710,2026-01-01,streaming,0.67
U001711,2026-01-01,streaming,0.48
U001712,2026-01-01,none,0.72
U001713,2026-01-01,mobile,0.56
U001714,2026-01-01,none,0.56
U001715,2026-01-01,streaming,0.72
U001716,2026-01-01,insurance,0.51
U001717,2026-01-01,software,0.51
U001718,2026-01-01,software,0.6900000000000001
U001719,2026-01-01,gym,0.5700000000000001
U001720,2026-01-01,streaming,0.86
U001721,2026-01-01,gym,0.78
U001722,2026-01-01,cloud,0.66
U001723,2026-01-01,cloud,0.66
U001724,2026-01-01,software,0.68
U001725,2026-01-01,streaming,0.84
U001726,2026-01-01,cloud,0.78
U001727,2026-01-01,streaming,0.62
U001728,2026-01-01,mobile,0.72
U001729,2026-01-01,none,0.59
U001730,2026-01-01,software,0.58
U001731,2026-01-01,music,0.66
U001732,2026-01-01,cloud,0.67
U001733,2026-01-01,none,0.76
U001734,2026-01-01,mobile,0.68
U001735,2026-01-01,gym,0.51
U001736,2026-01-01,none,0.52
U001737,2026-01-01,none,0.62
U001738,2026-01-01,mobile,0.62
U001739,2026-01-01,cloud,0.5700000000000001
U001740,2026-01-01,mobile,0.72
U001741,2026-01-01,mobile,0.68
U001742,2026-01-01,cloud,0.55
U001743,2026-01-01,mobile,0.76
U001744,2026-01-01,insurance,0.84
U001745,2026-01-01,gym,0.59
U001746,2026-01-01,cloud,0.76
U001747,2026-01-01,insurance,0.8200000000000001
U001748,2026-01-01,mobile,0.62
U001749,2026-01-01,none,0.56
U001750,2026-01-01,mobile,0.8200000000000001
U001751,2026-01-01,none,0.53
U001752,2026-01-01,insurance,0.62
U001753,2026-01-01,music,0.8200000000000001
U001754,2026-01-01,cloud,0.75
U001755,2026-01-01,streaming,0.72
U001756,2026-01-01,insurance,0.7000000000000001
U001757,2026-01-01,insurance,0.78
U001758,2026-01-01,gym,0.75
U001759,2026-01-01,none,0.72
U001760,2026-01-01,music,0.68
U001761,2026-01-01,music,0.72
U001762,2026-01-01,music,0.66
U001763,2026-01-01,gym,0.68
U001764,2026-01-01,insurance,0.75
U001765,2026-01-01,cloud,0.68
U001766,2026-01-01,gym,0.78
U001767,2026-01-01,cloud,0.58
U001768,2026-01-01,gym,0.87
U001769,2026-01-01,mobile,0.81
U001770,2026-01-01,gym,0.63
U001771,2026-01-01,none,0.72
U001772,2026-01-01,insurance,0.63
U001773,2026-01-01,cloud,0.61
U001774,2026-01-01,software,0.5700000000000001
U001775,2026-01-01,streaming,0.8200000000000001
U001776,2026-01-01,none,0.78
U001777,2026-01-01,insurance,0.56
U001778,2026-01-01,gym,0.58
U001779,2026-01-01,streaming,0.79
U001780,2026-01-01,insurance,0.76
U001781,2026-01-01,gym,0.66
U001782,2026-01-01,music,0.5700000000000001
U001783,2026-01-01,none,0.78
U001784,2026-01-01,gym,0.62
U001785,2026-01-01,none,0.78
U001786,2026-01-01,software,0.72
U001787,2026-01-01,insurance,0.55
U001788,2026-01-01,cloud,0.79
U001789,2026-01-01,insurance,0.72
U001790,2026-01-01,insurance,0.52
U001791,2026-01-01,none,0.79
U001792,2026-01-01,streaming,0.64
U001793,2026-01-01,mobile,0.6900000000000001
U001794,2026-01-01,cloud,0.56
U001795,2026-01-01,music,0.62
U001796,2026-01-01,gym,0.64
U001797,2026-01-01,none,0.55
U001798,2026-01-01,gym,0.72
U001799,2026-01-01,none,0.74
U001800,2026-01-01,streaming,0.64
U001801,2026-01-01,gym,0.68
U001802,2026-01-01,software,0.58
U001803,2026-01-01,cloud,0.72
U001804,2026-01-01,insurance,0.56
U001805,2026-01-01,software,0.58
U001806,2026-01-01,cloud,0.6900000000000001
U001807,2026-01-01,insurance,0.58
U001808,2026-01-01,insurance,0.58
U001809,2026-01-01,streaming,0.8200000000000001
U001810,2026-01-01,none,0.67
U001811,2026-01-01,none,0.72
U001812,2026-01-01,none,0.68
U001813,2026-01-01,insurance,0.68
U001814,2026-01-01,none,0.68
U001815,2026-01-01,streaming,0.64
U001816,2026-01-01,none,0.74
U001817,2026-01-01,cloud,0.59
U001818,2026-01-01,gym,0.5700000000000001
U001819,2026-01-01,none,0.61
U001820,2026-01-01,mobile,0.72
U001821,2026-01-01,none,0.58
U001822,2026-01-01,none,0.5700000000000001
U001823,2026-01-01,music,0.65
U001824,2026-01-01,insurance,0.78
U001825,2026-01-01,mobile,0.6900000000000001
U001826,2026-01-01,mobile,0.8200000000000001
U001827,2026-01-01,none,0.8
U001828,2026-01-01,insurance,0.49
U001829,2026-01-01,insurance,0.72
U001830,2026-01-01,none,0.8200000000000001
U001831,2026-01-01,insurance,0.62
U001832,2026-01-01,cloud,0.68
U001833,2026-01-01,gym,0.62
U001834,2026-01-01,software,0.75
U001835,2026-01-01,music,0.85
U001836,2026-01-01,mobile,0.85
U001837,2026-01-01,gym,0.75
U001838,2026-01-01,cloud,0.85
U001839,2026-01-01,cloud,0.85
U001840,2026-01-01,cloud,0.85
U001841,2026-01-01,gym,0.7000000000000001
U001842,2026-01-01,cloud,0.7000000000000001
U001843,2026-01-01,insurance,0.85
U001844,2026-01-01,gym,0.75
U001845,2026-01-01,cloud,0.7000000000000001
U001846,2026-01-01,streaming,0.7000000000000001
U001847,2026-01-01,cloud,0.85
U001848,2026-01-01,software,0.7000000000000001
U001849,2026-01-01,streaming,0.85
U001850,2026-01-01,music,0.75
U001851,2026-01-01,gym,0.85
U001852,2026-01-01,gym,0.85
U001853,2026-01-01,none,0.9
U001854,2026-01-01,music,0.85
U001855,2026-01-01,software,0.85
U001856,2026-01-01,software,0.75
U001857,2026-01-01,software,0.7000000000000001
U001858,2026-01-01,software,0.85
U001859,2026-01-01,insurance,0.85
U001860,2026-01-01,cloud,0.85
U001861,2026-01-01,gym,0.85
U001862,2026-01-01,music,0.7000000000000001
U001863,2026-01-01,cloud,0.75
U001864,2026-01-01,gym,0.85
U001865,2026-01-01,music,0.75
U001866,2026-01-01,gym,0.85
U001867,2026-01-01,insurance,0.85
U001868,2026-01-01,cloud,0.75
U001869,2026-01-01,gym,0.85
U001870,2026-01-01,software,0.85
U001871,2026-01-01,cloud,0.85
U001872,2026-01-01,insurance,0.85
U001873,2026-01-01,none,0.9
U001874,2026-01-01,cloud,0.85
U001875,2026-01-01,mobile,0.9
U001876,2026-01-01,cloud,0.85
U001877,2026-01-01,music,0.75
U001878,2026-01-01,gym,0.85
U001879,2026-01-01,music,0.85
U001880,2026-01-01,cloud,0.85
U001881,2026-01-01,none,0.9
U001882,2026-01-01,music,0.85
U001883,2026-01-01,music,0.75
U001884,2026-01-01,streaming,0.85
U001885,2026-01-01,software,0.7000000000000001
U001886,2026-01-01,mobile,0.85
U001887,2026-01-01,insurance,0.85
U001888,2026-01-01,streaming,0.85
U001889,2026-01-01,software,0.85
U001890,2026-01-01,gym,0.85
U001891,2026-01-01,music,0.85
U001892,2026-01-01,gym,0.7000000000000001
U001893,2026-01-01,none,0.6000000000000001
U001894,2026-01-01,none,0.9
U001895,2026-01-01,music,0.85
U001896,2026-01-01,streaming,0.7000000000000001
U001897,2026-01-01,streaming,0.85
U001898,2026-01-01,gym,0.7000000000000001
U001899,2026-01-01,insurance,0.85
U001900,2026-01-01,gym,0.9
U001901,2026-01-01,gym,0.85
U001902,2026-01-01,mobile,0.7000000000000001
U001903,2026-01-01,software,0.85
U001904,2026-01-01,insurance,0.85
U001905,2026-01-01,insurance,0.7000000000000001
U001906,2026-01-01,streaming,0.85
U001907,2026-01-01,insurance,0.85
U001908,2026-01-01,gym,0.85
U001909,2026-01-01,cloud,0.75
U001910,2026-01-01,software,0.75
U001911,2026-01-01,mobile,0.75
U001912,2026-01-01,gym,0.85
U001913,2026-01-01,music,0.85
U001914,2026-01-01,streaming,0.85
U001915,2026-01-01,cloud,0.75
U001916,2026-01-01,insurance,0.75
U001917,2026-01-01,gym,0.85
U001918,2026-01-01,insurance,0.85
U001919,2026-01-01,mobile,0.85
U001920,2026-01-01,mobile,0.85
U001921,2026-01-01,insurance,0.75
U001922,2026-01-01,streaming,0.85
U001923,2026-01-01,mobile,0.85
U001924,2026-01-01,gym,0.85
U001925,2026-01-01,none,0.9
U001926,2026-01-01,none,0.9
U001927,2026-01-01,software,0.85
U001928,2026-01-01,none,0.9
U001929,2026-01-01,music,0.85
U001930,2026-01-01,streaming,0.85
U001931,2026-01-01,mobile,0.85
U001932,2026-01-01,mobile,0.9
U001933,2026-01-01,insurance,0.85
U001934,2026-01-01,software,0.7000000000000001
U001935,2026-01-01,insurance,0.85
U001936,2026-01-01,gym,0.85
U001937,2026-01-01,software,0.75
U001938,2026-01-01,cloud,0.85
U001939,2026-01-01,streaming,0.85
U001940,2026-01-01,insurance,0.85
U001941,2026-01-01,software,0.85
U001942,2026-01-01,mobile,0.75
U001943,2026-01-01,none,0.9
U001944,2026-01-01,gym,0.85
U001945,2026-01-01,music,0.75
U001946,2026-01-01,software,0.85
U001947,2026-01-01,gym,0.75
U001948,2026-01-01,software,0.85
U001949,2026-01-01,music,0.85
U001950,2026-01-01,music,0.85
U001951,2026-01-01,cloud,0.85
U001952,2026-01-01,mobile,0.7000000000000001
U001953,2026-01-01,mobile,0.85
U001954,2026-01-01,mobile,0.85
U001955,2026-01-01,music,0.75
U001956,2026-01-01,music,0.75
U001957,2026-01-01,mobile,0.9
U001958,2026-01-01,mobile,0.85
U001959,2026-01-01,software,0.75
U001960,2026-01-01,software,0.85
U001961,2026-01-01,music,0.75
U001962,2026-01-01,gym,0.75
U001963,2026-01-01,streaming,0.85
U001964,2026-01-01,gym,0.85
U001965,2026-01-01,none,0.9
U001966,2026-01-01,insurance,0.85
U001967,2026-01-01,mobile,0.85
U001968,2026-01-01,music,0.85
U001969,2026-01-01,cloud,0.7000000000000001
U001970,2026-01-01,software,0.85
U001971,2026-01-01,insurance,0.7000000000000001
U001972,2026-01-01,music,0.85
U001973,2026-01-01,none,0.9
U001974,2026-01-01,music,0.75
U001975,2026-01-01,insurance,0.85
U001976,2026-01-01,gym,0.85
U001977,2026-01-01,none,0.9
U001978,2026-01-01,gym,0.85
U001979,2026-01-01,streaming,0.85
U001980,2026-01-01,music,0.85
U001981,2026-01-01,streaming,0.85
U001982,2026-01-01,mobile,0.9
U001983,2026-01-01,mobile,0.8
U001984,2026-01-01,insurance,0.85
U001985,2026-01-01,insurance,0.75
U001986,2026-01-01,streaming,0.85
U001987,2026-01-01,mobile,0.85
U001988,2026-01-01,insurance,0.75
U001989,2026-01-01,gym,0.75
U001990,2026-01-01,insurance,0.85
U001991,2026-01-01,none,0.9
U001992,2026-01-01,software,0.75
U001993,2026-01-01,music,0.85
U001994,2026-01-01,insurance,0.85
U001995,2026-01-01,streaming,0.85
U001996,2026-01-01,none,0.7000000000000001
U001997,2026-01-01,streaming,0.75
U001998,2026-01-01,none,0.9
U001999,2026-01-01,none,0.7000000000000001
U002000,2026-01-01,insurance,0.75
U002001,2026-01-01,gym,0.75
U002002,2026-01-01,software,0.9
U002003,2026-01-01,streaming,0.85
U002004,2026-01-01,gym,0.85
U002005,2026-01-01,streaming,0.75
U002006,2026-01-01,insurance,0.75
U002007,2026-01-01,mobile,0.85
U002008,2026-01-01,mobile,0.75
U002009,2026-01-01,music,0.75
U002010,2026-01-01,mobile,0.85
U002011,2026-01-01,gym,0.85
U002012,2026-01-01,cloud,0.75
U002013,2026-01-01,cloud,0.85
U002014,2026-01-01,streaming,0.85
U002015,2026-01-01,gym,0.85
U002016,2026-01-01,software,0.85
U002017,2026-01-01,streaming,0.85
U002018,2026-01-01,cloud,0.85
U002019,2026-01-01,cloud,0.85
U002020,2026-01-01,none,0.9
U002021,2026-01-01,insurance,0.85
U002022,2026-01-01,none,0.9
U002023,2026-01-01,music,0.85
U002024,2026-01-01,mobile,0.85
U002025,2026-01-01,gym,0.85
U002026,2026-01-01,streaming,0.7000000000000001
U002027,2026-01-01,mobile,0.85
U002028,2026-01-01,gym,0.75
U002029,2026-01-01,insurance,0.9
U002030,2026-01-01,mobile,0.85
U002031,2026-01-01,gym,0.85
U002032,2026-01-01,software,0.85
U002033,2026-01-01,gym,0.85
U002034,2026-01-01,insurance,0.85
U002035,2026-01-01,cloud,0.75
U002036,2026-01-01,mobile,0.9
U002037,2026-01-01,none,0.9
U002038,2026-01-01,mobile,0.7000000000000001
U002039,2026-01-01,streaming,0.85
U002040,2026-01-01,gym,0.85
U002041,2026-01-01,gym,0.85
U002042,2026-01-01,none,0.9
U002043,2026-01-01,none,0.9
U002044,2026-01-01,gym,0.85
U002045,2026-01-01,none,0.9
U002046,2026-01-01,music,0.85
U002047,2026-01-01,streaming,0.85
U002048,2026-01-01,cloud,0.85
U002049,2026-01-01,cloud,0.85
U002050,2026-01-01,none,0.8
U002051,2026-01-01,cloud,0.85
U002052,2026-01-01,music,0.85
U002053,2026-01-01,insurance,0.75
U002054,2026-01-01,cloud,0.75
U002055,2026-01-01,streaming,0.75
U002056,2026-01-01,none,0.9
U002057,2026-01-01,gym,0.85
U002058,2026-01-01,none,0.9
U002059,2026-01-01,music,0.85
U002060,2026-01-01,mobile,0.75
U002061,2026-01-01,none,0.9
U002062,2026-01-01,music,0.85
U002063,2026-01-01,mobile,0.75
U002064,2026-01-01,software,0.75
U002065,2026-01-01,insurance,0.85
U002066,2026-01-01,insurance,0.85
U002067,2026-01-01,software,0.75
U002068,2026-01-01,none,0.9
U002069,2026-01-01,streaming,0.8
U002070,2026-01-01,software,0.85
U002071,2026-01-01,gym,0.85
U002072,2026-01-01,insurance,0.85
U002073,2026-01-01,none,0.9
U002074,2026-01-01,cloud,0.75
U002075,2026-01-01,mobile,0.85
U002076,2026-01-01,music,0.85
U002077,2026-01-01,gym,0.85
U002078,2026-01-01,music,0.75
U002079,2026-01-01,music,0.85
U002080,2026-01-01,cloud,0.75
U002081,2026-01-01,software,0.7000000000000001
U002082,2026-01-01,software,0.7000000000000001
U002083,2026-01-01,none,0.9
U002084,2026-01-01,gym,0.85
U002085,2026-01-01,software,0.85
U002086,2026-01-01,mobile,0.7000000000000001
U002087,2026-01-01,software,0.75
U002088,2026-01-01,music,0.85
U002089,2026-01-01,mobile,0.85
U002090,2026-01-01,gym,0.85
U002091,2026-01-01,gym,0.75
U002092,2026-01-01,streaming,0.85
U002093,2026-01-01,insurance,0.9
U002094,2026-01-01,cloud,0.75
U002095,2026-01-01,mobile,0.9
U002096,2026-01-01,mobile,0.75
U002097,2026-01-01,cloud,0.75
U002098,2026-01-01,insurance,0.85
U002099,2026-01-01,software,0.75
U002100,2026-01-01,gym,0.9
U002101,2026-01-01,gym,0.85
U002102,2026-01-01,streaming,0.75
U002103,2026-01-01,mobile,0.85
U002104,2026-01-01,mobile,0.7000000000000001
U002105,2026-01-01,cloud,0.85
U002106,2026-01-01,music,0.85
U002107,2026-01-01,streaming,0.85
U002108,2026-01-01,mobile,0.85
U002109,2026-01-01,gym,0.85
U002110,2026-01-01,music,0.85
U002111,2026-01-01,insurance,0.85
U002112,2026-01-01,cloud,0.85
U002113,2026-01-01,gym,0.7000000000000001
U002114,2026-01-01,cloud,0.85
U002115,2026-01-01,music,0.7000000000000001
U002116,2026-01-01,mobile,0.75
U002117,2026-01-01,gym,0.85
U002118,2026-01-01,gym,0.85
U002119,2026-01-01,cloud,0.85
U002120,2026-01-01,insurance,0.7000000000000001
U002121,2026-01-01,streaming,0.85
U002122,2026-01-01,insurance,0.7000000000000001
U002123,2026-01-01,streaming,0.85
U002124,2026-01-01,cloud,0.85
U002125,2026-01-01,mobile,0.85
U002126,2026-01-01,mobile,0.85
U002127,2026-01-01,insurance,0.85
U002128,2026-01-01,cloud,0.85
U002129,2026-01-01,mobile,0.85
U002130,2026-01-01,cloud,0.85
U002131,2026-01-01,insurance,0.85
U002132,2026-01-01,gym,0.75
U002133,2026-01-01,insurance,0.7000000000000001
U002134,2026-01-01,cloud,0.8
U002135,2026-01-01,gym,0.85
U002136,2026-01-01,insurance,0.75
U002137,2026-01-01,software,0.85
U002138,2026-01-01,music,0.85
U002139,2026-01-01,insurance,0.75
U002140,2026-01-01,gym,0.85
U002141,2026-01-01,streaming,0.85
U002142,2026-01-01,cloud,0.85
U002143,2026-01-01,cloud,0.75
U002144,2026-01-01,music,0.85
U002145,2026-01-01,cloud,0.75
U002146,2026-01-01,mobile,0.85
U002147,2026-01-01,insurance,0.85
U002148,2026-01-01,music,0.7000000000000001
U002149,2026-01-01,none,0.9
U002150,2026-01-01,gym,0.85
U002151,2026-01-01,streaming,0.75
U002152,2026-01-01,software,0.75
U002153,2026-01-01,cloud,0.85
U002154,2026-01-01,software,0.8
U002155,2026-01-01,music,0.85
U002156,2026-01-01,none,0.9
U002157,2026-01-01,mobile,0.7000000000000001
U002158,2026-01-01,music,0.7000000000000001
U002159,2026-01-01,music,0.85
U002160,2026-01-01,cloud,0.85
U002161,2026-01-01,cloud,0.85
U002162,2026-01-01,mobile,0.9
U002163,2026-01-01,software,0.75
U002164,2026-01-01,insurance,0.7000000000000001
U002165,2026-01-01,music,0.85
U002166,2026-01-01,cloud,0.85
U002167,2026-01-01,insurance,0.85
U002168,2026-01-01,none,0.8
U002169,2026-01-01,software,0.85
U002170,2026-01-01,software,0.75
U002171,2026-01-01,streaming,0.75
U002172,2026-01-01,mobile,0.85
U002173,2026-01-01,software,0.75
U002174,2026-01-01,mobile,0.7000000000000001
U002175,2026-01-01,software,0.85
U002176,2026-01-01,mobile,0.85
U002177,2026-01-01,mobile,0.85
U002178,2026-01-01,streaming,0.75
U002179,2026-01-01,none,0.9
U002180,2026-01-01,mobile,0.85
U002181,2026-01-01,cloud,0.85
U002182,2026-01-01,mobile,0.85
U002183,2026-01-01,insurance,0.85
U002184,2026-01-01,gym,0.85
U002185,2026-01-01,streaming,0.75
U002186,2026-01-01,insurance,0.85
U002187,2026-01-01,insurance,0.85
U002188,2026-01-01,software,0.85
U002189,2026-01-01,insurance,0.9
U002190,2026-01-01,insurance,0.85
U002191,2026-01-01,music,0.85
U002192,2026-01-01,streaming,0.85
U002193,2026-01-01,none,0.8
U002194,2026-01-01,insurance,0.85
U002195,2026-01-01,gym,0.85
U002196,2026-01-01,streaming,0.85
U002197,2026-01-01,none,0.9
U002198,2026-01-01,software,0.85
U002199,2026-01-01,streaming,0.85
U002200,2026-01-01,streaming,0.85
U002201,2026-01-01,mobile,0.85
U002202,2026-01-01,gym,0.85
