client_id,cutoff_date,target_next_recurring_merchant
C003599,2026-01-01,gym
C003600,2026-01-01,mobile
C003607,2026-01-01,none
C003609,2026-01-01,none
C003612,2026-01-01,streaming
C003613,2026-01-01,none
C003614,2026-01-01,none
C003617,2026-01-01,cloud
C003619,2026-01-01,mobile
C003621,2026-01-01,mobile
C003623,2026-01-01,none
C003624,2026-01-01,insurance
C003626,2026-01-01,none
C003629,2026-01-01,none
C003631,2026-01-01,gym
C003634,2026-01-01,software
C003635,2026-01-01,none
C003636,2026-01-01,none
C003638,2026-01-01,cloud
C003639,2026-01-01,none
C003640,2026-01-01,gym
C003642,2026-01-01,none
C003647,2026-01-01,none
C003648,2026-01-01,streaming
C003649,2026-01-01,music
C003652,2026-01-01,software
C003653,2026-01-01,mobile
C003654,2026-01-01,insurance
C003658,2026-01-01,none
C003659,2026-01-01,insurance
C003660,2026-01-01,mobile
C003661,2026-01-01,mobile
C003662,2026-01-01,none
C003663,2026-01-01,music
C003664,2026-01-01,software
C003666,2026-01-01,gym
C003667,2026-01-01,cloud
C003669,2026-01-01,software
C003672,2026-01-01,none
C003676,2026-01-01,none
C003677,2026-01-01,mobile
C003684,2026-01-01,streaming
C003687,2026-01-01,software
C003689,2026-01-01,none
C003690,2026-01-01,gym
C003693,2026-01-01,none
C003696,2026-01-01,mobile
C003697,2026-01-01,streaming
C003698,2026-01-01,software
C003699,2026-01-01,insurance
C003700,2026-01-01,software
C003708,2026-01-01,none
C003710,2026-01-01,cloud
C003715,2026-01-01,insurance
C003716,2026-01-01,none
C003717,2026-01-01,cloud
C003718,2026-01-01,gym
C003719,2026-01-01,insurance
C003722,2026-01-01,none
C003723,2026-01-01,cloud
C003727,2026-01-01,mobile
C003728,2026-01-01,software
C003733,2026-01-01,none
C003734,2026-01-01,streaming
C003736,2026-01-01,music
C003738,2026-01-01,streaming
C003739,2026-01-01,none
C003740,2026-01-01,cloud
C003741,2026-01-01,none
C003743,2026-01-01,gym
C003745,2026-01-01,none
C003746,2026-01-01,insurance
C003748,2026-01-01,insurance
C003750,2026-01-01,none
C003751,2026-01-01,insurance
C003753,2026-01-01,insurance
C003754,2026-01-01,software
C003756,2026-01-01,none
C003764,2026-01-01,none
C003765,2026-01-01,mobile
C003766,2026-01-01,none
C003770,2026-01-01,insurance
C003773,2026-01-01,software
C003774,2026-01-01,mobile
C003775,2026-01-01,none
C003776,2026-01-01,software
C003778,2026-01-01,none
C003779,2026-01-01,none
C003781,2026-01-01,cloud
C003784,2026-01-01,none
C003785,2026-01-01,insurance
C003786,2026-01-01,insurance
C003788,2026-01-01,music
C003789,2026-01-01,none
C003790,2026-01-01,mobile
C003791,2026-01-01,none
C003792,2026-01-01,insurance
C003793,2026-01-01,streaming
C003799,2026-01-01,software
C003801,2026-01-01,none
C003802,2026-01-01,streaming
C003805,2026-01-01,streaming
C003806,2026-01-01,none
C003807,2026-01-01,streaming
C003808,2026-01-01,none
C003809,2026-01-01,streaming
C003811,2026-01-01,gym
C003812,2026-01-01,streaming
C003813,2026-01-01,software
C003814,2026-01-01,music
C003816,2026-01-01,software
C003817,2026-01-01,cloud
C003818,2026-01-01,streaming
C003821,2026-01-01,insurance
C003822,2026-01-01,mobile
C003823,2026-01-01,none
C003824,2026-01-01,none
C003826,2026-01-01,none
C003831,2026-01-01,none
C003838,2026-01-01,music
C003843,2026-01-01,cloud
C003846,2026-01-01,streaming
C003848,2026-01-01,gym
C003850,2026-01-01,insurance
C003852,2026-01-01,software
C003854,2026-01-01,none
C003856,2026-01-01,gym
C003858,2026-01-01,music
C003860,2026-01-01,none
C003862,2026-01-01,streaming
C003869,2026-01-01,none
C003870,2026-01-01,none
C003872,2026-01-01,none
C003873,2026-01-01,mobile
C003877,2026-01-01,software
C003880,2026-01-01,none
C003881,2026-01-01,gym
C003886,2026-01-01,mobile
C003887,2026-01-01,gym
C003888,2026-01-01,cloud
C003889,2026-01-01,insurance
C003891,2026-01-01,none
C003892,2026-01-01,none
C003894,2026-01-01,none
C003898,2026-01-01,music
C003901,2026-01-01,cloud
C003907,2026-01-01,mobile
C003908,2026-01-01,none
C003910,2026-01-01,mobile
C003912,2026-01-01,music
C003918,2026-01-01,none
C003919,2026-01-01,software
C003920,2026-01-01,none
C003921,2026-01-01,none
C003924,2026-01-01,none
C003925,2026-01-01,software
C003926,2026-01-01,streaming
C003928,2026-01-01,insurance
C003929,2026-01-01,streaming
C003930,2026-01-01,none
C003931,2026-01-01,music
C003933,2026-01-01,software
C003935,2026-01-01,music
C003936,2026-01-01,insurance
C003938,2026-01-01,software
C003939,2026-01-01,streaming
C003941,2026-01-01,gym
C003942,2026-01-01,music
C003944,2026-01-01,software
C003946,2026-01-01,cloud
C003947,2026-01-01,mobile
C003949,2026-01-01,software
C003959,2026-01-01,gym
C003961,2026-01-01,cloud
C003963,2026-01-01,software
C003964,2026-01-01,music
C003965,2026-01-01,gym
C003966,2026-01-01,cloud
C003967,2026-01-01,insurance
C003970,2026-01-01,software
C003976,2026-01-01,none
C003978,2026-01-01,music
C003980,2026-01-01,streaming
C003981,2026-01-01,cloud
C003982,2026-01-01,mobile
C003985,2026-01-01,streaming
C003986,2026-01-01,gym
C003987,2026-01-01,none
C003988,2026-01-01,software
C003990,2026-01-01,music
C003991,2026-01-01,none
C003992,2026-01-01,streaming
C003993,2026-01-01,software
C003994,2026-01-01,none
C003995,2026-01-01,gym
C003999,2026-01-01,cloud
U000001,2026-01-01,insurance
U000002,2026-01-01,mobile
U000003,2026-01-01,gym
U000004,2026-01-01,none
U000005,2026-01-01,none
U000007,2026-01-01,none
U000008,2026-01-01,cloud
U000011,2026-01-01,insurance
U000012,2026-01-01,none
U000016,2026-01-01,gym
U000017,2026-01-01,none
U000019,2026-01-01,music
U000020,2026-01-01,none
U000021,2026-01-01,none
U000023,2026-01-01,none
U000029,2026-01-01,music
U000031,2026-01-01,mobile
U000034,2026-01-01,mobile
U000037,2026-01-01,music
U000039,2026-01-01,streaming
U000041,2026-01-01,none
U000045,2026-01-01,gym
U000050,2026-01-01,insurance
U000051,2026-01-01,mobile
U000054,2026-01-01,none
U000055,2026-01-01,none
U000057,2026-01-01,none
U000058,2026-01-01,none
U000059,2026-01-01,insurance
U000062,2026-01-01,none
U000063,2026-01-01,streaming
U000065,2026-01-01,mobile
U000068,2026-01-01,software
U000069,2026-01-01,software
U000070,2026-01-01,none
U000071,2026-01-01,cloud
U000072,2026-01-01,music
U000073,2026-01-01,none
U000074,2026-01-01,streaming
U000075,2026-01-01,software
U000076,2026-01-01,mobile
U000079,2026-01-01,insurance
U000082,2026-01-01,none
U000083,2026-01-01,none
U000085,2026-01-01,cloud
U000087,2026-01-01,cloud
U000090,2026-01-01,music
U000092,2026-01-01,streaming
U000096,2026-01-01,cloud
U000097,2026-01-01,mobile
U000098,2026-01-01,mobile
U000099,2026-01-01,none
U000102,2026-01-01,none
U000104,2026-01-01,insurance
U000105,2026-01-01,insurance
U000106,2026-01-01,none
U000107,2026-01-01,mobile
U000108,2026-01-01,none
U000109,2026-01-01,gym
U000110,2026-01-01,none
U000113,2026-01-01,mobile
U000114,2026-01-01,cloud
U000115,2026-01-01,gym
U000116,2026-01-01,none
U000117,2026-01-01,none
U000118,2026-01-01,software
U000119,2026-01-01,none
U000120,2026-01-01,mobile
U000123,2026-01-01,none
U000124,2026-01-01,gym
U000126,2026-01-01,mobile
U000128,2026-01-01,mobile
U000131,2026-01-01,none
U000133,2026-01-01,none
U000134,2026-01-01,none
U000136,2026-01-01,music
U000137,2026-01-01,software
U000138,2026-01-01,insurance
U000140,2026-01-01,cloud
U000143,2026-01-01,streaming
U000147,2026-01-01,streaming
U000149,2026-01-01,none
U000150,2026-01-01,cloud
U000152,2026-01-01,mobile
U000155,2026-01-01,none
U000158,2026-01-01,software
U000162,2026-01-01,streaming
U000163,2026-01-01,none
U000166,2026-01-01,mobile
U000167,2026-01-01,gym
U000170,2026-01-01,streaming
U000171,2026-01-01,none
U000172,2026-01-01,none
U000174,2026-01-01,none
U000176,2026-01-01,insurance
U000177,2026-01-01,none
U000180,2026-01-01,cloud
U000181,2026-01-01,gym
U000182,2026-01-01,none
U000184,2026-01-01,insurance
U000185,2026-01-01,cloud
U000187,2026-01-01,none
U000190,2026-01-01,none
U000192,2026-01-01,none
U000194,2026-01-01,software
U000196,2026-01-01,insurance
U000198,2026-01-01,none
U000199,2026-01-01,software
U000200,2026-01-01,music
U000201,2026-01-01,none
U000205,2026-01-01,music
U000206,2026-01-01,none
U000208,2026-01-01,none
U000209,2026-01-01,none
U000211,2026-01-01,insurance
U000212,2026-01-01,mobile
U000214,2026-01-01,none
U000215,2026-01-01,none
U000216,2026-01-01,cloud
U000217,2026-01-01,none
U000225,2026-01-01,software
U000226,2026-01-01,gym
U000228,2026-01-01,none
U000229,2026-01-01,none
U000230,2026-01-01,software
U000235,2026-01-01,none
U000236,2026-01-01,insurance
U000238,2026-01-01,streaming
U000239,2026-01-01,software
U000241,2026-01-01,none
U000242,2026-01-01,gym
U000245,2026-01-01,cloud
U000247,2026-01-01,mobile
U000248,2026-01-01,software
U000249,2026-01-01,music
U000250,2026-01-01,streaming
U000252,2026-01-01,music
U000253,2026-01-01,cloud
U000254,2026-01-01,none
U000255,2026-01-01,none
U000256,2026-01-01,none
U000257,2026-01-01,none
U000264,2026-01-01,streaming
U000267,2026-01-01,mobile
U000268,2026-01-01,insurance
U000269,2026-01-01,none
U000270,2026-01-01,none
U000276,2026-01-01,none
U000280,2026-01-01,gym
U000281,2026-01-01,cloud
U000282,2026-01-01,music
U000286,2026-01-01,cloud
U000287,2026-01-01,mobile
U000288,2026-01-01,streaming
U000289,2026-01-01,streaming
U000293,2026-01-01,mobile
U000296,2026-01-01,streaming
U000298,2026-01-01,mobile
U000299,2026-01-01,software
U000300,2026-01-01,insurance
U000302,2026-01-01,mobile
U000303,2026-01-01,streaming
U000305,2026-01-01,none
U000306,2026-01-01,none
U000307,2026-01-01,mobile
U000311,2026-01-01,none
U000313,2026-01-01,insurance
U000314,2026-01-01,mobile
U000319,2026-01-01,software
U000320,2026-01-01,none
U000321,2026-01-01,none
U000323,2026-01-01,none
U000325,2026-01-01,mobile
U000326,2026-01-01,mobile
U000329,2026-01-01,software
U000331,2026-01-01,none
U000332,2026-01-01,music
U000333,2026-01-01,none
U000336,2026-01-01,software
U000337,2026-01-01,mobile
U000338,2026-01-01,gym
U000339,2026-01-01,insurance
U000343,2026-01-01,gym
U000344,2026-01-01,gym
U000345,2026-01-01,software
U000346,2026-01-01,gym
U000350,2026-01-01,none
U000351,2026-01-01,none
U000352,2026-01-01,none
U000355,2026-01-01,none
U000357,2026-01-01,gym
U000358,2026-01-01,mobile
U000359,2026-01-01,cloud
U000361,2026-01-01,none
U000362,2026-01-01,mobile
U000363,2026-01-01,none
U000364,2026-01-01,none
U000366,2026-01-01,software
U000367,2026-01-01,none
U000368,2026-01-01,software
U000369,2026-01-01,none
U000370,2026-01-01,mobile
U000371,2026-01-01,software
U000372,2026-01-01,insurance
U000373,2026-01-01,none
U000374,2026-01-01,software
U000375,2026-01-01,none
U000376,2026-01-01,music
U000377,2026-01-01,none
U000378,2026-01-01,cloud
U000379,2026-01-01,none
U000381,2026-01-01,music
U000382,2026-01-01,none
U000384,2026-01-01,gym
U000387,2026-01-01,insurance
U000388,2026-01-01,none
U000389,2026-01-01,mobile
U000390,2026-01-01,none
U000391,2026-01-01,none
U000394,2026-01-01,none
U000396,2026-01-01,gym
U000397,2026-01-01,insurance
U000398,2026-01-01,streaming
U000399,2026-01-01,none
U000401,2026-01-01,none
U000402,2026-01-01,insurance
U000407,2026-01-01,none
U000411,2026-01-01,streaming
U000413,2026-01-01,insurance
U000414,2026-01-01,cloud
U000416,2026-01-01,none
U000418,2026-01-01,software
U000419,2026-01-01,none
U000420,2026-01-01,none
U000421,2026-01-01,none
U000423,2026-01-01,cloud
U000425,2026-01-01,cloud
U000426,2026-01-01,none
U000427,2026-01-01,gym
U000428,2026-01-01,streaming
U000429,2026-01-01,streaming
U000430,2026-01-01,music
U000433,2026-01-01,insurance
U000434,2026-01-01,streaming
U000436,2026-01-01,cloud
U000437,2026-01-01,none
U000439,2026-01-01,streaming
U000440,2026-01-01,mobile
U000442,2026-01-01,cloud
U000443,2026-01-01,none
U000445,2026-01-01,streaming
U000449,2026-01-01,none
U000453,2026-01-01,none
U000454,2026-01-01,music
U000456,2026-01-01,none
U000457,2026-01-01,none
U000461,2026-01-01,none
U000465,2026-01-01,none
U000466,2026-01-01,none
U000467,2026-01-01,insurance
U000468,2026-01-01,streaming
U000469,2026-01-01,mobile
U000472,2026-01-01,music
U000473,2026-01-01,none
U000475,2026-01-01,software
U000476,2026-01-01,none
U000480,2026-01-01,none
U000482,2026-01-01,none
U000483,2026-01-01,cloud
U000485,2026-01-01,streaming
U000487,2026-01-01,mobile
U000488,2026-01-01,mobile
U000489,2026-01-01,none
U000490,2026-01-01,music
U000491,2026-01-01,software
U000492,2026-01-01,none
U000493,2026-01-01,none
U000494,2026-01-01,none
U000495,2026-01-01,music
U000496,2026-01-01,software
U000499,2026-01-01,none
U000502,2026-01-01,none
U000503,2026-01-01,gym
U000504,2026-01-01,streaming
U000507,2026-01-01,none
U000508,2026-01-01,cloud
U000509,2026-01-01,software
U000512,2026-01-01,insurance
U000517,2026-01-01,gym
U000520,2026-01-01,music
U000521,2026-01-01,none
U000523,2026-01-01,software
U000527,2026-01-01,insurance
U000528,2026-01-01,cloud
U000529,2026-01-01,none
U000531,2026-01-01,mobile
U000533,2026-01-01,none
U000534,2026-01-01,mobile
U000535,2026-01-01,insurance
U000536,2026-01-01,cloud
U000537,2026-01-01,mobile
U000541,2026-01-01,insurance
U000542,2026-01-01,gym
U000548,2026-01-01,streaming
U000549,2026-01-01,none
U000551,2026-01-01,insurance
U000553,2026-01-01,insurance
U000556,2026-01-01,gym
U000557,2026-01-01,cloud
U000558,2026-01-01,none
U000559,2026-01-01,insurance
U000560,2026-01-01,software
U000563,2026-01-01,insurance
U000566,2026-01-01,mobile
U000569,2026-01-01,none
U000571,2026-01-01,none
U000572,2026-01-01,streaming
U000574,2026-01-01,insurance
U000579,2026-01-01,music
U000582,2026-01-01,mobile
U000583,2026-01-01,software
U000584,2026-01-01,none
U000585,2026-01-01,software
U000587,2026-01-01,cloud
U000588,2026-01-01,none
U000593,2026-01-01,streaming
U000594,2026-01-01,mobile
U000595,2026-01-01,none
U000596,2026-01-01,insurance
U000597,2026-01-01,software
U000600,2026-01-01,mobile
U000602,2026-01-01,none
U000604,2026-01-01,none
U000605,2026-01-01,none
U000607,2026-01-01,streaming
U000608,2026-01-01,software
U000614,2026-01-01,mobile
U000616,2026-01-01,none
U000617,2026-01-01,none
U000618,2026-01-01,music
U000619,2026-01-01,none
U000621,2026-01-01,streaming
U000622,2026-01-01,none
U000624,2026-01-01,software
U000625,2026-01-01,insurance
U000626,2026-01-01,gym
U000627,2026-01-01,software
U000628,2026-01-01,none
U000629,2026-01-01,streaming
U000634,2026-01-01,mobile
U000635,2026-01-01,music
U000636,2026-01-01,cloud
U000637,2026-01-01,insurance
U000640,2026-01-01,cloud
U000642,2026-01-01,none
U000643,2026-01-01,software
U000644,2026-01-01,gym
U000647,2026-01-01,streaming
U000648,2026-01-01,software
U000649,2026-01-01,mobile
U000650,2026-01-01,none
U000651,2026-01-01,insurance
U000652,2026-01-01,streaming
U000653,2026-01-01,none
U000655,2026-01-01,none
U000656,2026-01-01,cloud
U000657,2026-01-01,none
U000658,2026-01-01,none
U000659,2026-01-01,insurance
U000660,2026-01-01,insurance
U000661,2026-01-01,mobile
U000662,2026-01-01,gym
U000666,2026-01-01,insurance
U000667,2026-01-01,none
U000668,2026-01-01,none
U000671,2026-01-01,none
U000672,2026-01-01,insurance
U000673,2026-01-01,none
U000674,2026-01-01,gym
U000675,2026-01-01,none
U000676,2026-01-01,none
U000679,2026-01-01,streaming
U000680,2026-01-01,gym
U000681,2026-01-01,mobile
U000684,2026-01-01,software
U000685,2026-01-01,none
U000686,2026-01-01,music
U000687,2026-01-01,cloud
U000688,2026-01-01,insurance
U000689,2026-01-01,mobile
U000690,2026-01-01,gym
U000691,2026-01-01,none
U000692,2026-01-01,none
U000693,2026-01-01,none
U000694,2026-01-01,none
U000695,2026-01-01,none
U000697,2026-01-01,none
U000699,2026-01-01,gym
U000701,2026-01-01,software
U000702,2026-01-01,none
U000703,2026-01-01,mobile
U000705,2026-01-01,none
U000707,2026-01-01,cloud
U000711,2026-01-01,none
U000713,2026-01-01,none
U000715,2026-01-01,mobile
U000717,2026-01-01,none
U000718,2026-01-01,cloud
U000719,2026-01-01,none
U000720,2026-01-01,software
U000724,2026-01-01,gym
U000725,2026-01-01,insurance
U000726,2026-01-01,cloud
U000727,2026-01-01,software
U000728,2026-01-01,music
U000729,2026-01-01,cloud
U000731,2026-01-01,music
U000734,2026-01-01,cloud
U000737,2026-01-01,streaming
U000738,2026-01-01,software
U000739,2026-01-01,none
U000741,2026-01-01,none
U000743,2026-01-01,none
U000745,2026-01-01,none
U000747,2026-01-01,gym
U000748,2026-01-01,cloud
U000749,2026-01-01,software
U000750,2026-01-01,none
U000752,2026-01-01,none
U000753,2026-01-01,insurance
U000755,2026-01-01,none
U000756,2026-01-01,none
U000757,2026-01-01,insurance
U000758,2026-01-01,software
U000759,2026-01-01,none
U000761,2026-01-01,none
U000762,2026-01-01,none
U000765,2026-01-01,mobile
U000774,2026-01-01,none
U000775,2026-01-01,none
U000776,2026-01-01,insurance
U000777,2026-01-01,insurance
U000778,2026-01-01,none
U000780,2026-01-01,none
U000784,2026-01-01,gym
U000786,2026-01-01,none
U000789,2026-01-01,none
U000791,2026-01-01,insurance
U000792,2026-01-01,none
U000793,2026-01-01,gym
U000795,2026-01-01,mobile
U000796,2026-01-01,none
U000797,2026-01-01,cloud
U000799,2026-01-01,none
U000800,2026-01-01,none
U000801,2026-01-01,music
U000802,2026-01-01,none
U000803,2026-01-01,none
U000804,2026-01-01,software
U000806,2026-01-01,none
U000807,2026-01-01,music
U000809,2026-01-01,insurance
U000810,2026-01-01,none
U000811,2026-01-01,none
U000812,2026-01-01,mobile
U000813,2026-01-01,none
U000814,2026-01-01,gym
U000817,2026-01-01,insurance
U000819,2026-01-01,none
U000822,2026-01-01,mobile
U000823,2026-01-01,none
U000824,2026-01-01,gym
U000825,2026-01-01,streaming
U000826,2026-01-01,insurance
U000827,2026-01-01,none
U000828,2026-01-01,mobile
U000829,2026-01-01,insurance
U000830,2026-01-01,none
U000831,2026-01-01,none
U000832,2026-01-01,none
U000833,2026-01-01,mobile
U000834,2026-01-01,none
U000835,2026-01-01,none
U000839,2026-01-01,mobile
U000840,2026-01-01,gym
U000842,2026-01-01,music
U000843,2026-01-01,none
U000844,2026-01-01,streaming
U000845,2026-01-01,insurance
U000846,2026-01-01,cloud
U000848,2026-01-01,gym
U000850,2026-01-01,streaming
U000851,2026-01-01,software
U000852,2026-01-01,software
U000853,2026-01-01,none
U000860,2026-01-01,none
U000863,2026-01-01,none
U000864,2026-01-01,insurance
U000865,2026-01-01,none
U000866,2026-01-01,streaming
U000869,2026-01-01,none
U000872,2026-01-01,mobile
U000873,2026-01-01,none
U000878,2026-01-01,gym
U000880,2026-01-01,cloud
U000882,2026-01-01,cloud
U000883,2026-01-01,mobile
U000884,2026-01-01,streaming
U000885,2026-01-01,gym
U000888,2026-01-01,software
U000889,2026-01-01,cloud
U000893,2026-01-01,none
U000894,2026-01-01,none
U000897,2026-01-01,none
U000899,2026-01-01,gym
U000900,2026-01-01,none
U000903,2026-01-01,none
U000904,2026-01-01,none
U000907,2026-01-01,none
U000908,2026-01-01,cloud
U000910,2026-01-01,gym
U000912,2026-01-01,none
U000913,2026-01-01,streaming
U000914,2026-01-01,none
U000916,2026-01-01,none
U000919,2026-01-01,music
U000922,2026-01-01,none
U000923,2026-01-01,software
U000924,2026-01-01,none
U000925,2026-01-01,mobile
U000926,2026-01-01,music
U000927,2026-01-01,none
U000928,2026-01-01,none
U000929,2026-01-01,mobile
U000931,2026-01-01,none
U000932,2026-01-01,none
U000933,2026-01-01,none
U000935,2026-01-01,insurance
U000936,2026-01-01,cloud
U000937,2026-01-01,none
U000940,2026-01-01,insurance
U000941,2026-01-01,software
U000942,2026-01-01,gym
U000946,2026-01-01,software
U000947,2026-01-01,software
U000950,2026-01-01,gym
U000951,2026-01-01,music
U000952,2026-01-01,none
U000953,2026-01-01,software
U000958,2026-01-01,none
U000960,2026-01-01,none
U000964,2026-01-01,streaming
U000968,2026-01-01,none
U000971,2026-01-01,gym
U000972,2026-01-01,insurance
U000973,2026-01-01,none
U000974,2026-01-01,software
U000975,2026-01-01,none
U000979,2026-01-01,music
U000980,2026-01-01,none
U000982,2026-01-01,none
U000983,2026-01-01,none
U000985,2026-01-01,none
U000986,2026-01-01,insurance
U000991,2026-01-01,mobile
U000993,2026-01-01,none
U000994,2026-01-01,gym
U000995,2026-01-01,streaming
U000997,2026-01-01,insurance
U000999,2026-01-01,mobile
U001000,2026-01-01,software
U001002,2026-01-01,cloud
U001003,2026-01-01,none
U001004,2026-01-01,none
U001005,2026-01-01,streaming
U001006,2026-01-01,gym
U001009,2026-01-01,none
U001010,2026-01-01,none
U001012,2026-01-01,none
U001013,2026-01-01,none
U001014,2026-01-01,none
U001015,2026-01-01,none
U001016,2026-01-01,none
U001017,2026-01-01,software
U001018,2026-01-01,none
U001020,2026-01-01,none
U001022,2026-01-01,none
U001023,2026-01-01,streaming
U001025,2026-01-01,none
U001027,2026-01-01,none
U001031,2026-01-01,none
U001032,2026-01-01,none
U001035,2026-01-01,insurance
U001037,2026-01-01,software
U001042,2026-01-01,none
U001044,2026-01-01,mobile
U001046,2026-01-01,none
U001047,2026-01-01,streaming
U001051,2026-01-01,insurance
U001058,2026-01-01,none
U001061,2026-01-01,streaming
U001064,2026-01-01,none
U001065,2026-01-01,insurance
U001066,2026-01-01,software
U001078,2026-01-01,mobile
U001079,2026-01-01,streaming
U001080,2026-01-01,none
U001082,2026-01-01,none
U001085,2026-01-01,streaming
U001086,2026-01-01,none
U001087,2026-01-01,insurance
U001088,2026-01-01,gym
U001090,2026-01-01,streaming
U001092,2026-01-01,cloud
U001094,2026-01-01,mobile
U001097,2026-01-01,mobile
U001098,2026-01-01,music
U001099,2026-01-01,insurance
U001100,2026-01-01,none
U001101,2026-01-01,none
U001102,2026-01-01,music
U001103,2026-01-01,insurance
U001106,2026-01-01,none
U001108,2026-01-01,streaming
U001109,2026-01-01,gym
U001111,2026-01-01,streaming
U001113,2026-01-01,gym
U001115,2026-01-01,none
U001118,2026-01-01,streaming
U001119,2026-01-01,streaming
U001120,2026-01-01,mobile
U001122,2026-01-01,none
U001123,2026-01-01,insurance
U001124,2026-01-01,none
U001126,2026-01-01,gym
U001127,2026-01-01,none
U001129,2026-01-01,insurance
U001130,2026-01-01,streaming
U001131,2026-01-01,mobile
U001132,2026-01-01,streaming
U001136,2026-01-01,gym
U001137,2026-01-01,cloud
U001139,2026-01-01,insurance
U001140,2026-01-01,software
U001144,2026-01-01,none
U001145,2026-01-01,none
U001147,2026-01-01,streaming
U001149,2026-01-01,insurance
U001150,2026-01-01,software
U001154,2026-01-01,none
U001155,2026-01-01,gym
U001156,2026-01-01,music
U001157,2026-01-01,mobile
U001163,2026-01-01,none
U001164,2026-01-01,streaming
U001166,2026-01-01,none
U001167,2026-01-01,software
U001169,2026-01-01,none
U001171,2026-01-01,none
U001173,2026-01-01,none
U001176,2026-01-01,streaming
U001178,2026-01-01,none
U001179,2026-01-01,gym
U001181,2026-01-01,streaming
U001185,2026-01-01,cloud
U001190,2026-01-01,streaming
U001192,2026-01-01,gym
U001195,2026-01-01,insurance
U001198,2026-01-01,none
U001201,2026-01-01,none
U001202,2026-01-01,insurance
U001203,2026-01-01,insurance
U001204,2026-01-01,none
U001205,2026-01-01,none
U001206,2026-01-01,mobile
U001209,2026-01-01,none
U001210,2026-01-01,streaming
U001212,2026-01-01,insurance
U001213,2026-01-01,none
U001214,2026-01-01,cloud
U001215,2026-01-01,none
U001217,2026-01-01,insurance
U001220,2026-01-01,software
U001221,2026-01-01,none
U001222,2026-01-01,cloud
U001223,2026-01-01,gym
U001225,2026-01-01,streaming
U001226,2026-01-01,music
U001227,2026-01-01,insurance
U001229,2026-01-01,insurance
U001230,2026-01-01,mobile
U001231,2026-01-01,cloud
U001233,2026-01-01,mobile
U001235,2026-01-01,music
U001236,2026-01-01,mobile
U001238,2026-01-01,none
U001239,2026-01-01,insurance
U001240,2026-01-01,none
U001241,2026-01-01,none
U001242,2026-01-01,software
U001243,2026-01-01,streaming
U001246,2026-01-01,none
U001249,2026-01-01,none
U001251,2026-01-01,none
U001253,2026-01-01,cloud
U001254,2026-01-01,gym
U001256,2026-01-01,mobile
U001257,2026-01-01,none
U001259,2026-01-01,none
U001260,2026-01-01,software
U001265,2026-01-01,insurance
U001266,2026-01-01,none
U001268,2026-01-01,insurance
U001269,2026-01-01,none
U001271,2026-01-01,streaming
U001273,2026-01-01,none
U001274,2026-01-01,none
U001280,2026-01-01,none
U001281,2026-01-01,none
U001282,2026-01-01,cloud
U001283,2026-01-01,none
U001284,2026-01-01,insurance
U001285,2026-01-01,software
U001287,2026-01-01,none
U001288,2026-01-01,none
U001295,2026-01-01,music
U001296,2026-01-01,software
U001298,2026-01-01,none
U001299,2026-01-01,mobile
U001300,2026-01-01,gym
U001302,2026-01-01,music
U001303,2026-01-01,insurance
U001305,2026-01-01,streaming
U001308,2026-01-01,mobile
U001309,2026-01-01,none
U001310,2026-01-01,software
U001312,2026-01-01,insurance
U001314,2026-01-01,insurance
U001316,2026-01-01,none
U001318,2026-01-01,software
U001319,2026-01-01,music
U001320,2026-01-01,mobile
U001321,2026-01-01,none
U001322,2026-01-01,streaming
U001323,2026-01-01,none
U001324,2026-01-01,none
U001326,2026-01-01,none
U001329,2026-01-01,none
U001331,2026-01-01,none
U001332,2026-01-01,none
U001336,2026-01-01,none
U001338,2026-01-01,none
U001340,2026-01-01,cloud
U001341,2026-01-01,none
U001346,2026-01-01,music
U001351,2026-01-01,none
U001353,2026-01-01,none
U001357,2026-01-01,gym
U001361,2026-01-01,none
U001363,2026-01-01,music
U001364,2026-01-01,none
U001365,2026-01-01,insurance
U001367,2026-01-01,music
U001368,2026-01-01,insurance
U001370,2026-01-01,none
U001371,2026-01-01,insurance
U001372,2026-01-01,none
U001373,2026-01-01,none
U001374,2026-01-01,none
U001375,2026-01-01,mobile
U001377,2026-01-01,streaming
U001378,2026-01-01,cloud
U001379,2026-01-01,none
U001382,2026-01-01,none
U001384,2026-01-01,none
U001385,2026-01-01,software
U001387,2026-01-01,none
U001388,2026-01-01,cloud
U001389,2026-01-01,cloud
U001390,2026-01-01,software
U001391,2026-01-01,software
U001392,2026-01-01,music
U001398,2026-01-01,gym
U001399,2026-01-01,none
U001401,2026-01-01,none
U001404,2026-01-01,none
U001405,2026-01-01,none
U001409,2026-01-01,mobile
U001410,2026-01-01,cloud
U001413,2026-01-01,streaming
U001414,2026-01-01,music
U001415,2026-01-01,none
U001418,2026-01-01,none
U001420,2026-01-01,none
U001424,2026-01-01,none
U001426,2026-01-01,none
U001428,2026-01-01,gym
U001432,2026-01-01,gym
U001433,2026-01-01,gym
U001435,2026-01-01,software
U001436,2026-01-01,streaming
U001439,2026-01-01,music
U001442,2026-01-01,none
U001443,2026-01-01,none
U001444,2026-01-01,gym
U001445,2026-01-01,insurance
U001448,2026-01-01,none
U001449,2026-01-01,mobile
U001450,2026-01-01,none
U001453,2026-01-01,none
U001454,2026-01-01,gym
U001455,2026-01-01,none
U001457,2026-01-01,none
U001459,2026-01-01,none
U001460,2026-01-01,cloud
